status,method,filepath,class_name
survived,"def parse_signature(args: ast.arguments) -> Signature:
    """"""Convert ast.arguments to a Signature dataclass for easier processing.""""""
    parameters_positional: list[Parameter] = []
    parameters_keyword_only: list[Parameter] = []

    # Process positional-only parameters
    for i, arg in enumerate(args.posonlyargs):
        parameters_positional.append(
            Parameter(
                name=arg.arg,
                position=i,
                is_required=True,  # All positional-only are required
                is_positional_only=True,
                is_keyword_only=False,
                lineno=arg.lineno,
                col_offset=arg.col_offset,
            )
        )

    # Process regular positional parameters
    offset = len(args.posonlyargs)
    first_optional_idx = len(args.posonlyargs + args.args) - len(args.defaults)

    for i, arg in enumerate(args.args):
        pos = offset + i
        parameters_positional.append(
            Parameter(
                name=arg.arg,
                position=pos,
                is_required=pos < first_optional_idx,
                is_positional_only=False,
                is_keyword_only=False,
                lineno=arg.lineno,
                col_offset=arg.col_offset,
            )
        )

    # Process keyword-only parameters
    for arg, default in zip(args.kwonlyargs, args.kw_defaults):
        parameters_keyword_only.append(
            Parameter(
                name=arg.arg,
                position=None,
                is_required=default is None,
                is_positional_only=False,
                is_keyword_only=True,
                lineno=arg.lineno,
                col_offset=arg.col_offset,
            )
        )

    return Signature(
        positional=parameters_positional,
        keyword_only=parameters_keyword_only,
        has_var_positional=args.vararg is not None,
        has_var_keyword=args.kwarg is not None,
    )
",dev/check_function_signatures.py,
survived,"def parse_functions(content: str) -> dict[str, ast.FunctionDef | ast.AsyncFunctionDef]:
    tree = ast.parse(content)
    extractor = FunctionSignatureExtractor()
    extractor.visit(tree)
    return extractor.functions
",dev/check_function_signatures.py,
survived,"def test_new_optional_keyword_only_allowed():
    old_code = ""def func(*, a): pass""
    new_code = ""def func(*, a, b=1): pass""

    old_tree = ast.parse(old_code)
    new_tree = ast.parse(new_code)
    errors = check_signature_compatibility(old_tree.body[0], new_tree.body[0])

    assert len(errors) == 0
",tests/dev/test_check_function_signatures.py,
survived,"def test_only_first_positional_rename_flagged():
    old_code = ""def func(a, b, c, d): pass""
    new_code = ""def func(x, y, z, w): pass""

    old_tree = ast.parse(old_code)
    new_tree = ast.parse(new_code)
    errors = check_signature_compatibility(old_tree.body[0], new_tree.body[0])

    assert len(errors) == 1
    assert ""Positional param order/name changed: 'a' -> 'x'."" in errors[0].message
",tests/dev/test_check_function_signatures.py,
survived,"def test_positional_param_renamed():
    old_code = ""def func(a, b): pass""
    new_code = ""def func(x, b): pass""

    old_tree = ast.parse(old_code)
    new_tree = ast.parse(new_code)
    errors = check_signature_compatibility(old_tree.body[0], new_tree.body[0])

    assert len(errors) == 1
    assert ""Positional param order/name changed: 'a' -> 'x'."" in errors[0].message
    assert errors[0].param_name == ""x""
",tests/dev/test_check_function_signatures.py,
survived,"def index():
    return render_template(""index.html"")
",triton_viz/visualizer/interface.py,
deleted,"def update_global_data():
    global global_data, raw_tensor_data, precomputed_c_values
    analysis_data = analyze_records()
    viz_data = get_visualization_data()
    global_data = {
        ""ops"": {
            ""visualization_data"": viz_data[""visualization_data""],
            ""failures"": viz_data[""failures""],
            ""kernel_src"": viz_data[""kernel_src""],
        }
    }
    raw_tensor_data = viz_data[""raw_tensor_data""]

    # Precompute C values for each Dot operation
    precomputed_c_values = {}
    for uuid, op_data in raw_tensor_data.items():
        if ""input_data"" in op_data and ""other_data"" in op_data:
            precomputed_c_values[uuid] = precompute_c_values(op_data)

    df = pd.DataFrame(analysis_data, columns=[""Metric"", ""Value""])
    analysis_with_tooltip = get_tooltip_data(df)
    global_data[""analysis""] = analysis_with_tooltip
",triton_viz/visualizer/interface.py,
survived,"    def test_rolling_1d_array_raises_error(self, move_func):
        """"""Test that 1D arrays raise an appropriate error for rolling functions.""""""
        data_1d = np.array([1, 2, 3, 4, 5], dtype=np.float64)

        with pytest.raises(ValueError, match=""requires at least a 2D array""):
            move_func(data_1d, window=3)
",numbagg/test/test_matrix_functions.py,TestMatrixFunctions
survived,"    def __init__(
        self,
        func: Callable,
        signature: tuple[list[tuple], str],
        **kwargs,
    ):
        self.signature = signature
        super().__init__(func, **kwargs)
",numbagg/decorators.py,ndmovematrix
survived,"def test_move_matrix_pandas_comp(array, func, window, min_count):
    """"""Test matrix functions against pandas with various parameters.""""""
    if array.ndim < 2:
        pytest.skip(""Matrix functions require at least 2D input"")

    c = COMPARISONS[func]

    if min_count == ""window"":
        min_count = window

    # Get numbagg result
    result = c[""numbagg""](array, window=window, min_count=min_count)()

    # Get pandas result - need to handle the different output format
    pandas_callable = c[""pandas""](array, window=window, min_count=min_count)
    pandas_result = pandas_callable()

    # Convert pandas MultiIndex DataFrame to 3D array for comparison
    n_obs = array.shape[-1]
    n_vars = array.shape[-2]
    expected_pandas = np.full((n_obs, n_vars, n_vars), np.nan)

    # Only include windows where we have at least min_count observations
    actual_min_count = min_count if min_count is not None else window
    for t in range(n_obs):
        # Check if we have enough observations in this window
        window_size = min(t + 1, window)
        if (
            window_size >= actual_min_count
            and t in pandas_result.index.get_level_values(0)
        ):
            expected_pandas[t] = pandas_result.loc[t].values

    assert_allclose(result, expected_pandas)
",numbagg/test/test_moving.py,
survived,"    def test_sparse_valid_data(self):
        """"""Test with very sparse non-NaN observations.""""""
        # Create data where only every 5th observation is valid
        data = np.full((2, 20), np.nan, dtype=np.float64)
        data[0, ::5] = [1, 2, 3, 4]  # Only positions 0, 5, 10, 15
        data[1, ::5] = [2, 4, 6, 8]

        result = move_exp_nancorrmatrix(data, alpha=0.3, min_weight=0.1)

        # Should produce some valid results eventually
        assert not np.all(np.isnan(result))

        # Check that results are reasonable where they exist
        finite_mask = np.isfinite(result)
        if np.any(finite_mask):
            finite_values = result[finite_mask]
            assert np.all(finite_values >= -1.0)
            assert np.all(finite_values <= 1.0)
",numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced
survived,"    def test_correlation_with_nans(self):
        """"""Test correlation consistency with NaN values.""""""
        np.random.seed(789)

        # Create two time series with some NaN values
        n_obs = 30
        a1 = np.random.randn(n_obs)
        a2 = np.random.randn(n_obs) * 1.2 + 0.3

        # Add some NaN values
        a1[3:6] = np.nan
        a2[12:15] = np.nan

        alpha = 0.4

        # Compute using non-matrix function
        corr_nonmatrix = move_exp_nancorr(a1, a2, alpha=alpha)

        # Compute using matrix function
        data_matrix = np.array([a1, a2])
        corr_matrix_result = move_exp_nancorrmatrix(data_matrix, alpha=alpha)
        corr_from_matrix = corr_matrix_result[:, 0, 1]

        # They should match
        assert_allclose(corr_nonmatrix, corr_from_matrix, rtol=1e-10)
",numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency
