status,method,filepath,class_name
survived,"    def visit_FunctionDef(self, node: ast.FunctionDef) -> None:
        # Is this a private function or a function in a private class?
        # If so, skip it.
        if _is_private(node.name) or (self.stack and _is_private(self.stack[-1].name)):
            return

        names = [*(c.name for c in self.stack), node.name]
        self.functions[""."".join(names)] = node
",dev/check_function_signatures.py,FunctionSignatureExtractor
survived,"def test_multiple_optional_became_required():
    old_code = ""def func(a, b=1, c=2): pass""
    new_code = ""def func(a, b, c): pass""

    old_tree = ast.parse(old_code)
    new_tree = ast.parse(new_code)
    errors = check_signature_compatibility(old_tree.body[0], new_tree.body[0])

    assert len(errors) == 2
    assert errors[0].message == ""Optional positional param 'b' became required.""
    assert errors[1].message == ""Optional positional param 'c' became required.""
",tests/dev/test_check_function_signatures.py,
survived,"def test_async_function_compatibility():
    old_code = ""async def func(a, b=1): pass""
    new_code = ""async def func(a, b): pass""

    old_tree = ast.parse(old_code)
    new_tree = ast.parse(new_code)
    errors = check_signature_compatibility(old_tree.body[0], new_tree.body[0])

    assert len(errors) == 1
    assert errors[0].message == ""Optional positional param 'b' became required.""
",tests/dev/test_check_function_signatures.py,
survived,"def main():
    args = parse_args()
    errors = compare_signatures(args.base_branch)
    for error in errors:
        print(error.format(github=is_github_actions()))
",dev/check_function_signatures.py,
survived,"def test_rename_stops_further_positional_checks():
    old_code = ""def func(a, b=1, c=2): pass""
    new_code = ""def func(x, b, c): pass""

    old_tree = ast.parse(old_code)
    new_tree = ast.parse(new_code)
    errors = check_signature_compatibility(old_tree.body[0], new_tree.body[0])

    assert len(errors) == 1
    assert ""Positional param order/name changed: 'a' -> 'x'."" in errors[0].message",tests/dev/test_check_function_signatures.py,
survived,"def set_current_op():
    global current_fullscreen_op
    data = request.json
    current_fullscreen_op = data.get(""uuid"")
    return jsonify(
        {""status"": ""Current op set successfully"", ""uuid"": current_fullscreen_op}
    )
",triton_viz/visualizer/interface.py,
survived,"def run_flask_with_cloudflared():
    cloudflared_port = 8000  # You can change this port if needed
    tunnel_url = _run_cloudflared(cloudflared_port, 8001)  # not too important
    print(f""Cloudflare tunnel URL: {tunnel_url}"")
    app.run(port=cloudflared_port)
",triton_viz/visualizer/interface.py,
survived,"    def test_1d_array_raises_error(self, func):
        """"""Test that 1D arrays raise an appropriate error.""""""
        data_1d = np.array([1, 2, 3, 4, 5], dtype=np.float64)

        with pytest.raises(ValueError, match=""requires at least a 2D array""):
            func(data_1d)
",numbagg/test/test_matrix_functions.py,TestMatrixFunctions
survived,"def pandas_rolling_matrix_setup(a, window=20, min_count=None):
    """"""Setup rolling window for matrix operations (corr/cov).""""""
    df = pandas_matrix_setup(a)
    rolling = df.rolling(window, min_periods=min_count)
    return rolling
",numbagg/test/conftest.py,
survived,"    def test_large_matrix_size(self):
        """"""Test with moderately large matrix to check scalability.""""""
        np.random.seed(999)
        n_vars = 10  # 10x10 matrix
        n_obs = 50

        data = np.random.randn(n_vars, n_obs)

        result = move_exp_nancorrmatrix(data, alpha=0.3)

        # Should complete without error and have correct shape
        assert result.shape == (n_obs, n_vars, n_vars)

        # Final matrix should have proper properties
        final_matrix = result[-1]
        assert_allclose(np.diag(final_matrix), np.ones(n_vars), rtol=1e-10)
        assert_allclose(final_matrix, final_matrix.T, rtol=1e-10)
",numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced
survived,"    def test_regime_change_data(self):
        """"""Test with data that has structural breaks.""""""
        np.random.seed(789)

        # First regime: positive correlation
        regime1 = np.random.randn(2, 25)
        regime1[1] = 0.8 * regime1[0] + 0.6 * np.random.randn(25)

        # Second regime: negative correlation
        regime2 = np.random.randn(2, 25)
        regime2[1] = -0.8 * regime2[0] + 0.6 * np.random.randn(25)

        data = np.concatenate([regime1, regime2], axis=1)

        # Test with high alpha (should adapt quickly to regime change)
        result_high = move_exp_nancorrmatrix(data, alpha=0.9)

        # Test with low alpha (should be more stable across regime change)
        result_low = move_exp_nancorrmatrix(data, alpha=0.1)

        # The key insight: high alpha should reach the new regime correlation faster
        # Compare how close each gets to the true second regime correlation

        # Compute what the second regime correlation should be approximately
        regime2_corr = np.corrcoef(regime2)[0, 1]

        # High alpha should be closer to the true second regime correlation
        final_high = result_high[-1, 0, 1]
        final_low = result_low[-1, 0, 1]

        error_high = abs(final_high - regime2_corr)
        error_low = abs(final_low - regime2_corr)

        # High alpha should adapt faster, so should be closer to true regime 2 correlation
        assert (
            error_high < error_low or abs(error_high - error_low) < 0.1
        )  # Allow some tolerance
",numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced
survived,"    def test_constant_time_series(self):
        """"""Test behavior with constant time series (zero variance).""""""
        # Create constant data
        data = np.array([[5, 5, 5, 5], [3, 3, 3, 3]], dtype=np.float64)

        corr_result = move_exp_nancorrmatrix(data, alpha=0.5)
        cov_result = move_exp_nancovmatrix(data, alpha=0.5)

        # For constant data, covariance should be zero (off-diagonal)
        # and correlation should be undefined (NaN) for off-diagonal
        final_cov = cov_result[-1]
        final_corr = corr_result[-1]

        # Diagonal covariance should be zero for constant data
        assert_allclose(np.diag(final_cov), [0.0, 0.0], atol=1e-10)

        # Off-diagonal covariance should be zero
        assert_allclose(final_cov[0, 1], 0.0, atol=1e-10)
        assert_allclose(final_cov[1, 0], 0.0, atol=1e-10)

        # Correlation diagonal should be 1.0
        assert_allclose(np.diag(final_corr), [1.0, 1.0], rtol=1e-10)

        # Off-diagonal correlation should be NaN (0/0 case)
        assert np.isnan(final_corr[0, 1])
        assert np.isnan(final_corr[1, 0])
",numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced
survived,"    def create_example_yaml(self) -> Dict[str, Any]:
        """"""Create an example parallel-dev.yaml configuration""""""
        
        example_config = {
            'provider': 'claude',
            'metadata': {
                'generated_at': datetime.now().isoformat(),
                'source': 'haconiwa scan generate-parallel-config',
                'description': 'Example parallel development configuration'
            },
            'tasks': [
                {
                    'file': 'src/models/user.py',
                    'prompt': 'Add validation methods and type hints'
                },
                {
                    'file': 'src/models/product.py',
                    'prompt': 'Implement inventory tracking'
                },
                {
                    'file': 'src/models/order.py',
                    'prompt': 'Add status management'
                },
                {
                    'file': 'src/api/routes/users.py',
                    'prompt': 'Implement CRUD endpoints with validation'
                },
                {
                    'file': 'src/services/auth.py',
                    'prompt': 'Add JWT authentication'
                }
            ],
            'options': {
                'max_concurrent': 3,
                'timeout': 90,
                'allowed_tools': ['Read', 'Write', 'Edit', 'MultiEdit'],
                'permission_mode': 'confirmEach',
                'output_dir': './parallel-dev-results'
            }
        }
        
        return example_config",src/haconiwa/scan/generate_parallel.py,ParallelYAMLGenerator
survived,"    def test_scan_guide_command(self, runner, temp_model_dir):
        """"""Test the scan guide command""""""
        result = runner.invoke(
            scan_app,
            [""guide"", ""o1-mini"", ""--path"", str(temp_model_dir), ""--type"", ""development""]
        )
        
        assert result.exit_code == 0
        assert ""Development Guide: o1-mini"" in result.stdout
        assert ""## Overview"" in result.stdout
",tests/test_scan/test_cli.py,TestScanCLI
survived,"    def test_generate_prompt_for_file_with_custom_prompts(self):
        """"""Test prompt generation with custom prompts""""""
        custom_prompts = {
            'src/special.py': 'Custom prompt for special file'
        }
        
        prompt = self.generator._generate_prompt_for_file(
            'src/special.py',
            'refactor',
            custom_prompts
        )
        
        assert prompt == 'Custom prompt for special file'
",tests/test_scan/test_generate_parallel.py,TestParallelYAMLGenerator
