repo_name,pr_url,filepath,class_name,method_name,is_truly_added,survival_status,code_loc,char_length,tokens,docstring_words,method_name_words,is_getter,is_setter,is_IsHas,is_test,is_in_test_code,is_private,is_dunder_method,has_return,number_of_variable,number_of_print,cyclomatic_complexity,halstead_volume,max_nesting_depth,param_count,call_expression_count,comment_ratio,uses_try_except,uses_constants,avg_var_name_length,status
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_keyword_only_param_removed,1,noref_survived,9,406,70,0,5,0,0,0,1,1,0,0,0,5,0,4,25.26619429851844,0,0,4,0.0,0,0,7.6,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_new_optional_keyword_only_allowed,1,noref_survived,7,306,52,0,6,0,0,0,1,1,0,0,0,5,0,2,4.754887502163469,0,0,4,0.0,0,0,7.6,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,dev/check_function_signatures.py,,main,1,noref_survived,5,167,36,0,1,0,0,0,0,0,0,0,0,2,1,2,0.0,1,0,5,0.0,0,0,5.0,survived
triton-viz,https://github.com/Deep-Learning-Profiling-Tools/triton-viz/pull/86,triton_viz/visualizer/interface.py,,set_current_op,1,noref_survived,7,231,33,0,3,0,1,0,0,0,0,0,1,2,0,1,0.0,0,0,3,0.0,0,0,12.5,survived
triton-viz,https://github.com/Deep-Learning-Profiling-Tools/triton-viz/pull/86,triton_viz/visualizer/interface.py,,run_flask_with_cloudflared,1,noref_survived,5,264,28,0,4,0,0,0,0,0,0,0,0,2,1,1,0.0,0,0,3,0.0,0,0,13.0,survived
triton-viz,https://github.com/Deep-Learning-Profiling-Tools/triton-viz/pull/86,triton_viz/visualizer/draw.py,,prepare_visualization_data,1,ref_deleted_method,55,2515,314,13,3,0,0,0,0,0,0,0,1,9,3,6,0.0,4,2,19,0.0151515151515151,0,0,13.153846153846152,deleted
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/test_matrix_functions.py,TestMatrixFunctions,test_rolling_1d_array_raises_error,1,noref_survived,4,327,53,11,6,0,0,0,1,1,0,0,0,1,0,1,0.0,1,2,4,0.0,0,0,6.666666666666667,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/decorators.py,ndmovematrix,gufunc,1,noref_survived,9,263,47,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,0,2,2,0.0,0,1,6.333333333333333,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency,test_correlation_with_nans,1,noref_survived,13,814,119,6,4,0,0,0,1,1,0,0,0,10,0,1,15.509775004326936,0,1,7,0.2,0,0,8.555555555555555,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency,test_covariance_consistency,1,noref_survived,13,952,122,7,3,0,0,0,1,1,0,0,0,7,0,1,15.509775004326936,0,2,9,0.2307692307692307,0,0,8.222222222222221,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency,test_min_weight_consistency,1,noref_survived,20,1212,158,6,4,0,0,0,1,1,0,0,0,12,0,1,4.754887502163469,0,1,10,0.15625,0,0,10.153846153846152,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_generate_parallel.py,TestParallelYAMLGenerator,test_init,1,noref_survived,6,375,55,3,2,0,0,0,1,1,0,0,0,0,0,6,27.0,0,1,2,0.0,0,0,4.0,survived
