repo_name,pr_url,filepath,class_name,method_name,is_truly_added,survival_status,code_loc,char_length,tokens,docstring_words,method_name_words,is_getter,is_setter,is_IsHas,is_test,is_in_test_code,is_private,is_dunder_method,has_return,number_of_variable,number_of_print,cyclomatic_complexity,halstead_volume,max_nesting_depth,param_count,call_expression_count,comment_ratio,uses_try_except,uses_constants,avg_var_name_length,status
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_positional_only_compatibility,1,noref_survived,8,380,61,0,4,0,0,0,1,1,0,0,0,5,0,3,15.509775004326936,0,0,4,0.0,0,0,7.6,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_parameter_error_has_location_info,1,noref_survived,9,364,70,0,6,0,0,0,1,1,0,0,0,5,0,4,25.26619429851844,0,0,4,0.0,0,0,7.6,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_async_function_compatibility,1,noref_survived,8,391,61,0,4,0,0,0,1,1,0,0,0,5,0,3,13.931568569324174,0,0,4,0.0,0,0,7.6,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,dev/check_function_signatures.py,,get_changed_python_files,1,noref_survived,10,564,85,0,4,1,0,0,0,0,0,0,1,2,0,5,0.0,1,1,6,0.1538461538461538,0,0,7.333333333333333,survived
triton-viz,https://github.com/Deep-Learning-Profiling-Tools/triton-viz/pull/86,triton_viz/visualizer/interface.py,,stop_server,1,noref_survived,2,86,7,0,2,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0.3333333333333333,0,0,12.0,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/test_matrix_functions.py,TestMatrixFunctions,test_constant_variables,1,noref_survived,11,693,126,6,3,0,0,0,1,1,0,0,0,2,0,8,47.548875021634686,1,2,5,0.1333333333333333,0,0,4.5,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/test_matrix_functions.py,TestMatrixFunctions,test_with_nans,1,noref_survived,9,513,109,4,3,0,0,0,1,1,0,0,0,2,0,3,13.931568569324174,1,2,6,0.1428571428571428,0,0,4.5,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency,test_three_series_consistency,1,noref_survived,34,1804,259,7,4,0,0,0,1,1,0,0,0,13,0,2,41.51317942364757,1,1,13,0.14,0,0,9.214285714285714,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced,test_different_dtypes,1,noref_survived,7,497,84,6,3,0,0,0,1,1,0,0,0,5,0,1,0.0,0,1,5,0.0833333333333333,0,0,7.5,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency,test_array_alpha_consistency,1,noref_survived,15,1094,150,7,4,0,0,0,1,1,0,0,0,11,0,1,15.509775004326936,0,1,11,0.2142857142857142,0,0,10.666666666666666,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced,test_memory_layout_sensitivity,1,noref_survived,6,531,113,8,4,0,0,0,1,1,0,0,0,4,0,1,0.0,0,1,5,0.1,0,0,6.4,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency,test_correlation_consistency,1,noref_survived,13,971,122,7,3,0,0,0,1,1,0,0,0,7,0,1,15.509775004326936,0,2,9,0.2307692307692307,0,0,8.555555555555555,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/analyzer.py,ModelAnalyzer,_determine_category,1,noref_survived,13,656,107,3,2,0,0,0,0,0,1,0,1,2,0,4,4.754887502163469,2,2,4,0.0,0,0,6.5,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/cli.py,,analyze,1,noref_survived,14,764,132,7,1,0,0,0,0,0,0,0,0,4,0,2,4.754887502163469,0,4,11,0.0,0,0,8.625,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_generate_parallel.py,TestParallelYAMLGenerator,teardown_method,1,noref_survived,4,168,26,3,2,0,0,0,0,1,0,0,0,0,0,2,0.0,1,1,2,0.0,0,0,4.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/guide_generator.py,GuideGenerator,_generate_development_guide,1,noref_survived,91,4247,328,4,3,0,0,0,0,0,1,0,1,1,0,11,4.754887502163469,4,2,23,0.0789473684210526,0,0,6.333333333333333,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/analyzer.py,ModelAnalyzer,get_directory_structure,1,noref_survived,21,1070,168,4,3,1,0,0,0,0,0,0,1,3,0,1,36.541209043760986,5,1,11,0.0,1,0,6.5,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/scanner.py,ModelScanner,_get_context,1,noref_survived,4,273,59,6,2,1,0,0,0,0,1,0,1,2,0,1,23.264662506490403,0,4,3,0.0,0,0,5.833333333333333,survived
