repo_name,pr_url,filepath,class_name,method_name,is_truly_added,survival_status,code_loc,char_length,tokens,docstring_words,method_name_words,is_getter,is_setter,is_IsHas,is_test,is_in_test_code,is_private,is_dunder_method,has_return,number_of_variable,number_of_print,cyclomatic_complexity,halstead_volume,max_nesting_depth,param_count,call_expression_count,comment_ratio,uses_try_except,uses_constants,avg_var_name_length,status
mlflow,https://github.com/mlflow/mlflow/pull/16658,dev/check_function_signatures.py,,is_github_actions,1,noref_survived,2,87,18,0,3,0,0,1,0,0,0,0,1,0,0,1,4.754887502163469,0,0,1,0.0,0,0,0.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_multiple_optional_became_required,1,noref_survived,9,473,70,0,5,0,0,0,1,1,0,0,0,5,0,4,23.264662506490403,0,0,4,0.0,0,0,7.6,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,dev/check_function_signatures.py,FunctionSignatureExtractor,visit_ClassDef,1,noref_survived,4,148,35,0,3,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,3,0.0,0,0,4.0,survived
triton-viz,https://github.com/Deep-Learning-Profiling-Tools/triton-viz/pull/86,triton_viz/visualizer/interface.py,,update_data,1,noref_survived,3,104,17,0,2,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,3,0.0,0,0,0.0,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/test_matrix_functions.py,TestMatrixFunctions,test_rolling_simple,1,noref_survived,9,773,147,6,3,0,0,0,1,1,0,0,0,2,0,5,13.931568569324174,2,4,7,0.1875,0,0,6.666666666666667,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/test_moving.py,,test_move_matrix_pandas_min_count_simple,1,noref_survived,17,1059,164,9,7,0,0,0,1,1,0,0,0,11,0,4,31.699250014423125,2,3,13,0.1935483870967742,0,1,7.384615384615385,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/conftest.py,,pandas_rolling_covmatrix,1,noref_survived,3,385,33,27,3,0,0,0,0,1,0,0,1,1,0,1,0.0,0,3,2,0.0,0,0,5.75,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/conftest.py,,pandas_rolling_matrix_setup,1,noref_survived,4,235,35,7,4,0,0,0,0,1,0,0,1,2,0,1,0.0,0,3,2,0.0,0,0,5.0,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/conftest.py,,pandas_static_covmatrix,1,noref_survived,3,142,21,5,3,0,0,0,0,1,0,0,1,1,0,1,0.0,0,1,2,0.0,0,0,1.5,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency,test_perfect_correlation_consistency,1,noref_survived,13,914,108,5,4,0,0,0,1,1,0,0,0,9,0,2,50.18947501009619,0,1,7,0.2,0,0,8.7,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/decorators.py,ndmoveexpmatrix,__call__,1,noref_survived,17,770,135,0,1,0,0,0,0,0,0,1,1,4,0,3,25.26619429851844,1,6,8,0.0869565217391304,0,0,4.3,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced,test_regime_change_data,1,noref_survived,17,1531,186,7,4,0,0,0,1,1,0,0,0,12,0,2,199.7052750908657,0,1,12,0.2432432432432432,0,0,8.454545454545455,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/decorators.py,ndmoveexpmatrix,gufunc,1,noref_survived,9,263,47,0,1,0,0,0,0,0,0,0,1,1,0,1,0.0,0,2,2,0.0,0,1,6.333333333333333,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/comparator.py,ModelComparator,_load_model_info,1,noref_survived,25,1245,166,6,3,0,0,0,0,0,1,0,1,5,0,6,38.05374780501028,5,2,7,0.0588235294117647,1,0,9.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_generate_parallel.py,TestParallelYAMLGenerator,test_generate_for_pattern_fix,1,noref_survived,21,961,105,5,5,0,0,0,1,1,0,0,0,4,0,9,82.0447025077789,1,1,2,0.037037037037037,0,0,7.4,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/formatter.py,OutputFormatter,_format_yaml,1,noref_survived,2,152,28,3,2,0,0,0,0,0,1,0,1,0,0,1,0.0,0,2,1,0.0,0,0,4.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_cli.py,TestScanCLI,test_scan_content_with_context,1,noref_survived,10,496,76,6,5,0,0,0,1,1,0,0,0,2,0,5,27.0,1,3,3,0.0,0,0,7.2,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_generate_parallel.py,TestParallelYAMLGenerator,test_get_action_prompt,1,noref_survived,5,402,35,4,4,0,0,0,1,1,0,0,0,2,0,3,13.931568569324174,0,1,2,0.2222222222222222,0,0,5.333333333333333,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/guide_generator.py,GuideGenerator,generate,1,noref_survived,6,551,52,7,1,0,0,0,0,0,0,0,1,2,0,2,2.0,1,3,3,0.1818181818181818,0,0,8.6,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/cli.py,,guide,1,noref_survived,14,772,132,7,1,0,0,0,0,0,0,0,0,2,0,3,4.754887502163469,1,4,11,0.0,0,0,7.166666666666667,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_generate_parallel.py,TestParallelYAMLGenerator,test_generate_project_wide,1,noref_survived,24,1344,173,4,4,0,0,0,1,1,0,0,0,5,0,9,183.31714900750265,1,1,8,0.09375,0,0,7.666666666666667,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/cli.py,,help,1,noref_survived,30,1739,15,6,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,2,0.16,0,0,9.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_scanner.py,TestModelScanner,test_list_models_with_filters,1,noref_survived,6,513,63,8,5,0,0,0,1,1,0,0,0,3,0,3,15.509775004326936,0,2,5,0.1818181818181818,0,0,9.6,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/analyzer.py,ModelAnalyzer,_is_model_file,1,noref_survived,2,180,29,7,3,0,0,1,0,0,1,0,1,0,0,2,27.0,0,2,0,0.0,0,0,4.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_cli.py,TestScanCLI,temp_model_dir,1,noref_survived,16,947,103,7,3,0,0,0,0,1,0,0,0,3,0,1,62.26976913547136,2,1,8,0.1538461538461538,0,0,7.0,survived
