repo_name,pr_url,filepath,class_name,method_name,is_truly_added,survival_status,code_loc,char_length,tokens,docstring_words,method_name_words,is_getter,is_setter,is_IsHas,is_test,is_in_test_code,is_private,is_dunder_method,has_return,number_of_variable,number_of_print,cyclomatic_complexity,halstead_volume,max_nesting_depth,param_count,call_expression_count,comment_ratio,uses_try_except,uses_constants,avg_var_name_length,status
mlflow,https://github.com/mlflow/mlflow/pull/16658,dev/check_function_signatures.py,FunctionSignatureExtractor,__init__,1,noref_survived,3,147,38,0,1,0,0,0,0,0,0,1,0,2,0,1,4.754887502163469,0,1,0,0.0,0,0,4.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_parameter_error_has_location_info,1,noref_survived,9,364,70,0,6,0,0,0,1,1,0,0,0,5,0,4,25.26619429851844,0,0,4,0.0,0,0,7.6,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,dev/check_function_signatures.py,FunctionSignatureExtractor,visit_ClassDef,1,noref_survived,4,148,35,0,3,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,3,0.0,0,0,4.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,dev/check_function_signatures.py,,parse_args,1,noref_survived,7,320,52,0,2,0,0,0,0,0,0,0,1,2,0,1,0.0,0,0,5,0.0,0,0,5.0,survived
triton-viz,https://github.com/Deep-Learning-Profiling-Tools/triton-viz/pull/86,triton_viz/visualizer/draw.py,,get_visualization_data,1,noref_survived,16,679,80,8,3,1,0,0,0,0,0,0,1,5,0,2,0.0,1,0,5,0.0476190476190476,0,0,10.75,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/test_matrix_functions.py,TestMatrixFunctions,test_simple_matrix,1,noref_survived,11,767,129,5,3,0,0,0,1,1,0,0,0,2,0,5,41.51317942364757,1,3,9,0.238095238095238,0,0,6.2,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency,test_three_series_consistency,1,noref_survived,34,1804,259,7,4,0,0,0,1,1,0,0,0,13,0,2,41.51317942364757,1,1,13,0.14,0,0,9.214285714285714,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix.py,TestMoveExpMatrixFunctions,test_correlation_bounds,1,noref_survived,8,589,91,11,3,0,0,0,1,1,0,0,0,4,0,3,60.91767875292166,0,1,7,0.1538461538461538,0,0,6.25,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/cli.py,,content,1,noref_survived,23,1191,216,6,1,0,0,0,0,0,0,0,0,2,0,5,4.754887502163469,3,5,18,0.037037037037037,0,0,6.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/cli.py,,analyze,1,noref_survived,14,764,132,7,1,0,0,0,0,0,0,0,0,4,0,2,4.754887502163469,0,4,11,0.0,0,0,8.625,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_scanner.py,TestModelScanner,test_list_all_models,1,noref_survived,10,509,54,4,4,0,0,0,1,1,0,0,0,2,0,8,59.794705707972525,1,2,3,0.0714285714285714,0,0,7.75,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/guide_generator.py,GuideGenerator,_generate_development_guide,1,noref_survived,91,4247,328,4,3,0,0,0,0,0,1,0,1,1,0,11,4.754887502163469,4,2,23,0.0789473684210526,0,0,6.333333333333333,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_cli.py,TestScanCLI,test_scan_list_command,1,noref_survived,7,340,46,5,4,0,0,0,1,1,0,0,0,1,0,3,15.509775004326936,0,3,2,0.0,0,0,7.5,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/formatter.py,OutputFormatter,_list_to_text,1,noref_survived,9,399,65,5,3,0,0,0,0,0,1,0,1,1,0,3,0.0,2,2,6,0.0,0,0,4.333333333333333,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/comparator.py,ModelComparator,_get_timestamp,1,noref_survived,3,152,23,3,2,1,0,0,0,0,1,0,1,0,0,1,0.0,0,1,2,0.0,0,0,4.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_cli.py,TestScanCLI,test_scan_list_with_filters,1,noref_survived,8,416,61,7,5,0,0,0,1,1,0,0,0,2,0,3,4.754887502163469,0,3,4,0.0,0,0,7.2,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/scanner.py,ModelScanner,_extract_model_name,1,noref_survived,8,452,68,5,3,0,0,0,0,0,1,0,1,1,0,6,41.51317942364757,2,2,5,0.0833333333333333,0,0,6.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_cli.py,TestScanCLI,test_scan_main_help,1,noref_survived,8,484,63,4,4,0,0,0,1,1,0,0,0,2,0,6,45.0,0,2,2,0.0769230769230769,0,0,5.5,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/comparator.py,ModelComparator,_compare_capabilities,1,noref_survived,27,1747,260,3,2,0,0,0,0,0,1,0,1,6,0,10,12.0,4,2,14,0.0555555555555555,0,0,11.571428571428571,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/generate_parallel.py,ParallelYAMLGenerator,generate_for_pattern_fix,1,noref_survived,32,1464,137,8,4,0,0,0,0,0,0,0,1,3,0,2,0.0,1,4,4,0.0,0,0,6.857142857142857,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_scanner.py,TestModelScanner,test_category_determination,1,noref_survived,13,715,91,4,3,0,0,0,1,1,0,0,0,3,0,3,4.754887502163469,1,2,8,0.0588235294117647,0,0,8.6,survived
numbagg,https://github.com/numbagg/numbagg/pull/394,numbagg/test/test_matrix_functions.py,TestCorrelationCovarianceMatrices,test_correlation_covariance_relationship,1,noref_survived,8,493,74,6,4,0,0,0,1,1,0,0,0,5,0,1,4.754887502163469,0,1,8,0.0769230769230769,0,0,7.666666666666667,survived
numbagg,https://github.com/numbagg/numbagg/pull/394,numbagg/test/test_matrix_functions.py,TestCorrelationCovarianceMatrices,test_no_axis_parameter_accepted,1,noref_survived,8,460,68,8,5,0,0,0,1,1,0,0,0,1,0,1,2.0,1,1,7,0.0769230769230769,0,0,4.0,survived
