status,method,filepath,class_name
survived,"def test_positional_only_compatibility():
    old_code = ""def func(a, /): pass""
    new_code = ""def func(b, /): pass""

    old_tree = ast.parse(old_code)
    new_tree = ast.parse(new_code)
    errors = check_signature_compatibility(old_tree.body[0], new_tree.body[0])

    assert len(errors) == 1
    assert ""Positional param order/name changed: 'a' -> 'b'."" in errors[0].message
",tests/dev/test_check_function_signatures.py,
survived,"def test_parameter_error_has_location_info():
    old_code = ""def func(a): pass""
    new_code = ""def func(b): pass""

    old_tree = ast.parse(old_code)
    new_tree = ast.parse(new_code)
    errors = check_signature_compatibility(old_tree.body[0], new_tree.body[0])

    assert len(errors) == 1
    assert errors[0].lineno == 1
    assert errors[0].col_offset > 0
",tests/dev/test_check_function_signatures.py,
survived,"def test_async_function_compatibility():
    old_code = ""async def func(a, b=1): pass""
    new_code = ""async def func(a, b): pass""

    old_tree = ast.parse(old_code)
    new_tree = ast.parse(new_code)
    errors = check_signature_compatibility(old_tree.body[0], new_tree.body[0])

    assert len(errors) == 1
    assert errors[0].message == ""Optional positional param 'b' became required.""
",tests/dev/test_check_function_signatures.py,
survived,"def get_changed_python_files(base_branch: str = ""master"") -> list[Path]:
    # In GitHub Actions PR context, we need to fetch the base branch first
    if is_github_actions():
        # Fetch the base branch to ensure we have it locally
        subprocess.check_call(
            [""git"", ""fetch"", ""origin"", f""{base_branch}:{base_branch}""],
        )

    result = subprocess.check_output(
        [""git"", ""diff"", ""--name-only"", f""{base_branch}...HEAD""], text=True
    )
    files = [s.strip() for s in result.splitlines()]
    return [Path(f) for f in files if f]
",dev/check_function_signatures.py,
survived,"def stop_server(flask_thread):
    # Implement a way to stop the Flask server
    pass",triton_viz/visualizer/interface.py,
survived,"    def test_constant_variables(self, func):
        """"""Test with constant (zero variance) variables.""""""
        data = np.array([[1, 1, 1, 1], [2, 2, 2, 2], [1, 2, 3, 4]], dtype=np.float64)
        result = func(data)

        if func == nancorrmatrix:
            # Correlation with constant variables should be NaN
            assert np.isnan(result[0, 1])  # Two constants
            assert np.isnan(result[0, 2])  # Constant with non-constant
            assert result[2, 2] == 1.0  # Variable with itself
        else:
            # Covariance of constants should be 0
            assert result[0, 0] == 0.0
            assert result[1, 1] == 0.0
            assert result[0, 1] == 0.0
",numbagg/test/test_matrix_functions.py,TestMatrixFunctions
survived,"    def test_with_nans(self, func):
        """"""Test with NaN values.""""""
        data = np.array(
            [[1, 2, np.nan, 4], [2, 4, 6, np.nan], [np.nan, 1, 2, 3]], dtype=np.float64
        )
        result = func(data)

        # Check shape and symmetry
        assert result.shape == (3, 3)
        assert_allclose(result, result.T, equal_nan=True)

        # For correlation, check diagonal is 1 where not NaN
        if func == nancorrmatrix:
            assert_allclose(np.diag(result), [1.0, 1.0, 1.0])
",numbagg/test/test_matrix_functions.py,TestMatrixFunctions
survived,"    def test_three_series_consistency(self):
        """"""Test consistency for a 3x3 matrix case.""""""
        np.random.seed(444)

        # Create three time series
        n_obs = 30
        a1 = np.random.randn(n_obs)
        a2 = np.random.randn(n_obs) * 1.5 + 0.5
        a3 = np.random.randn(n_obs) * 0.8 - 0.2

        alpha = 0.35

        # Test all pairwise combinations
        pairs = [(a1, a2, 0, 1), (a1, a3, 0, 2), (a2, a3, 1, 2)]

        # Compute matrix result once
        data_matrix = np.array([a1, a2, a3])
        cov_matrix_result = move_exp_nancovmatrix(data_matrix, alpha=alpha)
        corr_matrix_result = move_exp_nancorrmatrix(data_matrix, alpha=alpha)

        for series1, series2, i, j in pairs:
            # Compute pairwise results
            cov_nonmatrix = move_exp_nancov(series1, series2, alpha=alpha)
            corr_nonmatrix = move_exp_nancorr(series1, series2, alpha=alpha)

            # Extract from matrix results
            cov_from_matrix = cov_matrix_result[:, i, j]
            corr_from_matrix = corr_matrix_result[:, i, j]

            # They should match
            assert_allclose(
                cov_nonmatrix,
                cov_from_matrix,
                rtol=1e-10,
                err_msg=f""Covariance mismatch for series {i},{j}"",
            )
            assert_allclose(
                corr_nonmatrix,
                corr_from_matrix,
                rtol=1e-10,
                err_msg=f""Correlation mismatch for series {i},{j}"",
            )

            # Also check symmetry
            assert_allclose(
                cov_matrix_result[:, i, j], cov_matrix_result[:, j, i], rtol=1e-10
            )
            assert_allclose(
                corr_matrix_result[:, i, j], corr_matrix_result[:, j, i], rtol=1e-10
            )",numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency
survived,"    def test_different_dtypes(self):
        """"""Test consistency between float32 and float64.""""""
        data_f64 = np.array([[1, 2, 3, 4], [2, 4, 6, 8]], dtype=np.float64)
        data_f32 = data_f64.astype(np.float32)

        alpha = 0.5

        result_f64 = move_exp_nancorrmatrix(data_f64, alpha=alpha)
        result_f32 = move_exp_nancorrmatrix(data_f32, alpha=alpha)

        # Results should be close (within float32 precision)
        assert_allclose(result_f64, result_f32, rtol=1e-6)
",numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced
survived,"    def test_array_alpha_consistency(self):
        """"""Test consistency when alpha is an array.""""""
        np.random.seed(999)

        # Create two time series
        n_obs = 20
        a1 = np.random.randn(n_obs)
        a2 = np.random.randn(n_obs) * 0.8 + 0.2

        # Create varying alpha
        alpha_array = np.linspace(0.1, 0.9, n_obs)

        # Compute using non-matrix functions
        cov_nonmatrix = move_exp_nancov(a1, a2, alpha=alpha_array)
        corr_nonmatrix = move_exp_nancorr(a1, a2, alpha=alpha_array)

        # Compute using matrix functions
        data_matrix = np.array([a1, a2])
        cov_matrix_result = move_exp_nancovmatrix(data_matrix, alpha=alpha_array)
        corr_matrix_result = move_exp_nancorrmatrix(data_matrix, alpha=alpha_array)

        # Extract off-diagonal elements
        cov_from_matrix = cov_matrix_result[:, 0, 1]
        corr_from_matrix = corr_matrix_result[:, 0, 1]

        # They should match
        assert_allclose(cov_nonmatrix, cov_from_matrix, rtol=1e-10)
        assert_allclose(corr_nonmatrix, corr_from_matrix, rtol=1e-10)
",numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency
survived,"    def test_memory_layout_sensitivity(self):
        """"""Test that function works with different memory layouts.""""""
        data_c = np.array([[1, 2, 3, 4], [2, 4, 6, 8]], dtype=np.float64, order=""C"")
        data_f = np.array([[1, 2, 3, 4], [2, 4, 6, 8]], dtype=np.float64, order=""F"")

        result_c = move_exp_nancorrmatrix(data_c, alpha=0.5)
        result_f = move_exp_nancorrmatrix(data_f, alpha=0.5)

        # Results should be identical regardless of memory layout
        assert_allclose(result_c, result_f, rtol=1e-15)",numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced
survived,"    def test_correlation_consistency(self, alpha):
        """"""Test that move_exp_nancorrmatrix matches move_exp_nancorr for pairs.""""""
        np.random.seed(123)

        # Create two time series
        n_obs = 50
        a1 = np.random.randn(n_obs)
        a2 = np.random.randn(n_obs) * 1.5 + 0.5

        # Compute using non-matrix function
        corr_nonmatrix = move_exp_nancorr(a1, a2, alpha=alpha)

        # Compute using matrix function
        data_matrix = np.array([a1, a2])
        corr_matrix_result = move_exp_nancorrmatrix(data_matrix, alpha=alpha)

        # Extract the off-diagonal element (correlation between a1 and a2)
        corr_from_matrix = corr_matrix_result[:, 0, 1]

        # They should match
        assert_allclose(corr_nonmatrix, corr_from_matrix, rtol=1e-10)

        # Also check symmetry - (0,1) should equal (1,0)
        assert_allclose(
            corr_matrix_result[:, 0, 1], corr_matrix_result[:, 1, 0], rtol=1e-10
        )
",numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency
survived,"    def _determine_category(self, path: Path) -> str:
        """"""Determine model category""""""
        path_str = str(path).lower()
        
        categories = {
            'llm': ['llm', 'language', 'text', 'chat'],
            'vision': ['vision', 'image', 'visual', 'cv'],
            'audio': ['audio', 'speech', 'voice', 'sound'],
            'multimodal': ['multimodal', 'multi-modal'],
            'embedding': ['embedding', 'embed', 'vector']
        }
        
        for category, keywords in categories.items():
            if any(keyword in path_str for keyword in keywords):
                return category
        
        return 'general'
",src/haconiwa/scan/analyzer.py,ModelAnalyzer
survived,"def analyze(
    path: Optional[Path] = typer.Option(None, ""--path"", ""-p"", help=""Path to analyze""),
    category: Optional[str] = typer.Option(None, ""--category"", help=""Filter by category""),
    show_structure: bool = typer.Option(False, ""--show-structure"", help=""Show directory structure""),
    output_format: str = typer.Option(""text"", ""--format"", ""-f"", help=""Output format"")
):
    """"""Analyze AI model directory structure and categorization""""""
    analyzer = ModelAnalyzer(base_path=path or Path.cwd())
    
    results = analyzer.analyze_directory(
        show_structure=show_structure,
        category_filter=category
    )
    
    formatter = OutputFormatter()
    output = formatter.format_analysis_results(results, output_format)
    typer.echo(output)
",src/haconiwa/scan/cli.py,
