repo_name,pr_url,filepath,class_name,method_name,is_truly_added,survival_status,code_loc,char_length,tokens,docstring_words,method_name_words,is_getter,is_setter,is_IsHas,is_test,is_in_test_code,is_private,is_dunder_method,has_return,number_of_variable,number_of_print,cyclomatic_complexity,halstead_volume,max_nesting_depth,param_count,call_expression_count,comment_ratio,uses_try_except,uses_constants,avg_var_name_length,status
mlflow,https://github.com/mlflow/mlflow/pull/16658,dev/check_function_signatures.py,,_is_private,1,noref_survived,2,114,33,0,2,0,0,1,0,0,1,0,1,0,0,3,22.45883937646084,0,1,3,0.0,0,0,1.0,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,dev/check_function_signatures.py,Error,format,1,noref_survived,6,299,33,0,1,0,0,0,0,0,0,0,1,1,0,2,0.0,1,2,1,0.0,0,0,5.666666666666667,survived
triton-viz,https://github.com/Deep-Learning-Profiling-Tools/triton-viz/pull/86,triton_viz/visualizer/draw.py,,serialize_for_json,1,noref_survived,10,390,81,0,3,0,0,0,0,0,0,0,1,0,0,5,0.0,4,1,11,0.0,0,0,3.0,survived
triton-viz,https://github.com/Deep-Learning-Profiling-Tools/triton-viz/pull/86,examples/3dims.py,,add_3d_slices,1,noref_survived,22,681,97,0,3,0,0,0,0,0,0,0,0,3,0,1,0.0,0,3,5,0.1379310344827586,0,1,6.7,survived
triton-viz,https://github.com/Deep-Learning-Profiling-Tools/triton-viz/pull/86,examples/3dims.py,,add_3d_slices_kernel,1,noref_survived,37,1381,223,0,4,0,0,0,0,0,0,0,0,14,0,1,321.453120277085,0,12,11,0.1538461538461538,0,1,7.8076923076923075,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/test_matrix_functions.py,TestMatrixFunctions,test_1d_array_raises_error,1,noref_survived,4,277,49,8,5,0,0,0,1,1,0,0,0,1,0,1,0.0,1,2,4,0.0,0,0,5.0,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/decorators.py,ndmovematrix,__init__,1,noref_survived,8,201,42,0,1,0,0,0,0,0,0,1,0,1,0,1,0.0,0,4,2,0.0,0,0,5.75,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/test_matrix_functions.py,TestMatrixFunctions,test_rolling_comparison_with_pandas,1,noref_survived,14,939,135,5,5,0,0,0,1,1,0,0,0,8,0,3,15.509775004326936,1,3,11,0.217391304347826,0,0,8.090909090909092,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/moving_matrix.py,,move_nancovmatrix,1,noref_survived,41,2282,378,19,2,0,0,0,0,0,0,0,0,16,0,15,354.2428288627686,6,4,17,0.1451612903225806,0,0,5.941176470588236,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix.py,TestMoveExpMatrixFunctions,test_array_alpha,1,noref_survived,7,519,101,9,3,0,0,0,1,1,0,0,0,4,0,3,11.60964047443681,0,2,6,0.1538461538461538,0,0,7.333333333333333,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix.py,TestMoveExpMatrixFunctions,test_correlation_bounds,1,noref_survived,8,589,91,11,3,0,0,0,1,1,0,0,0,4,0,3,60.91767875292166,0,1,7,0.1538461538461538,0,0,6.25,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_generate_parallel.py,TestParallelYAMLGenerator,test_generate_for_model_migration,1,noref_survived,19,909,99,5,5,0,0,0,1,1,0,0,0,2,0,9,84.0,1,1,2,0.04,0,0,5.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/comparator.py,ModelComparator,_compare_metadata,1,noref_survived,19,1011,153,3,2,0,0,0,0,0,1,0,1,6,0,6,15.509775004326936,4,2,8,0.0384615384615384,0,0,8.666666666666666,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/formatter.py,OutputFormatter,build_tree,1,noref_survived,20,1361,202,4,2,0,0,0,0,0,0,0,0,10,0,11,97.70233280920246,2,3,15,0.0714285714285714,0,0,7.230769230769231,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/generate_parallel.py,ParallelYAMLGenerator,save_yaml,1,noref_survived,6,434,78,5,2,0,0,0,0,0,0,0,1,1,0,1,0.0,1,3,4,0.0,0,0,8.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_cli.py,TestScanCLI,test_scan_guide_types,1,noref_survived,9,492,64,4,4,0,0,0,1,1,0,0,0,2,0,4,15.509775004326936,1,3,2,0.0,0,0,8.2,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/analyzer.py,ModelAnalyzer,_extract_model_name,1,noref_survived,15,791,87,5,3,0,0,0,0,0,1,0,1,2,0,7,25.26619429851844,6,2,4,0.1052631578947368,1,0,6.25,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/formatter.py,OutputFormatter,_format_summary,1,noref_survived,46,2611,353,5,2,0,0,0,0,0,1,0,1,3,0,19,325.0,6,2,43,0.064516129032258,0,0,4.8,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/formatter.py,OutputFormatter,_format_table,1,noref_survived,22,1217,186,4,2,0,0,0,0,0,1,0,1,2,0,13,60.94436251225966,3,2,13,0.15625,0,0,4.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_scanner.py,TestModelScanner,test_ignore_patterns,1,noref_survived,9,658,84,4,3,0,0,0,1,1,0,0,0,3,0,3,88.81055323538621,0,2,6,0.1333333333333333,0,0,7.8,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/guide_generator.py,GuideGenerator,_generate_usage_guide,1,noref_survived,82,3463,307,4,3,0,0,0,0,0,1,0,1,1,0,9,27.0,4,2,24,0.0510204081632653,0,0,6.333333333333333,survived
numbagg,https://github.com/numbagg/numbagg/pull/393,numbagg/test/run_benchmarks.py,,process_dimension_data,1,noref_survived,11,494,51,13,3,0,0,0,0,1,0,0,1,0,0,4,0.0,1,5,1,0.0,0,0,10.8,survived
numbagg,https://github.com/numbagg/numbagg/pull/394,numbagg/test/test_matrix_functions.py,TestMovingMatrices,test_consistency_vs_basic_matrix_full_window,1,noref_survived,7,678,62,12,7,0,0,0,1,1,0,0,0,4,0,1,2.0,0,1,5,0.25,0,0,9.2,survived
