repo_name,pr_url,filepath,class_name,method_name,is_truly_added,survival_status,code_loc,char_length,tokens,docstring_words,method_name_words,is_getter,is_setter,is_IsHas,is_test,is_in_test_code,is_private,is_dunder_method,has_return,number_of_variable,number_of_print,cyclomatic_complexity,halstead_volume,max_nesting_depth,param_count,call_expression_count,comment_ratio,uses_try_except,uses_constants,avg_var_name_length,status
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_positional_param_removed,1,noref_survived,9,402,70,0,4,0,0,0,1,1,0,0,0,5,0,4,25.26619429851844,0,0,4,0.0,0,0,7.6,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_optional_keyword_only_became_required,1,noref_survived,9,420,70,0,6,0,0,0,1,1,0,0,0,5,0,4,25.26619429851844,0,0,4,0.0,0,0,7.6,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_new_required_keyword_only_param,1,noref_survived,9,418,70,0,6,0,0,0,1,1,0,0,0,5,0,4,25.26619429851844,0,0,4,0.0,0,0,7.6,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_new_required_positional_param,1,noref_survived,9,408,70,0,5,0,0,0,1,1,0,0,0,5,0,4,25.26619429851844,0,0,4,0.0,0,0,7.6,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,dev/check_function_signatures.py,,get_file_content_at_revision,1,noref_survived,6,341,55,0,5,1,0,0,0,0,0,0,1,0,1,2,0.0,1,2,2,0.0,1,0,8.5,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,dev/check_function_signatures.py,,compare_signatures,1,noref_survived,36,2017,203,0,2,0,0,0,0,0,0,0,1,7,0,11,79.22857502740393,4,1,15,0.125,0,0,12.0,survived
triton-viz,https://github.com/Deep-Learning-Profiling-Tools/triton-viz/pull/86,triton_viz/visualizer/interface.py,,index,1,noref_survived,2,54,10,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,2,0.0,0,0,0.0,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/test_moving.py,,test_move_matrix_min_count,1,noref_survived,18,1240,152,7,5,0,0,0,1,1,0,0,0,6,0,6,31.699250014423125,3,3,15,0.2068965517241379,0,0,8.444444444444445,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/test_matrix_functions.py,TestMatrixFunctions,test_dtype_preservation,1,noref_survived,14,731,123,5,3,0,0,0,1,1,0,0,0,7,0,5,12.0,1,2,10,0.15,0,0,6.888888888888889,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/test_matrix_functions.py,TestMatrixFunctions,test_rolling_zero_variance_windows,1,noref_survived,10,726,137,6,5,0,0,0,1,1,0,0,0,2,0,7,44.37895002019238,1,3,6,0.2352941176470588,0,0,7.2,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced,test_correlation_matrix_properties,1,noref_survived,15,1009,140,6,4,0,0,0,1,1,0,0,0,4,0,6,51.89147427955947,2,1,13,0.16,0,0,6.8,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced,test_numerical_stability_near_singular,1,noref_survived,15,1068,137,8,5,0,0,0,1,1,0,0,0,7,0,4,49.82892142331044,0,1,11,0.1923076923076923,0,0,6.0,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix.py,TestMoveExpMatrixFunctions,test_with_nans,1,noref_survived,8,442,96,4,3,0,0,0,1,1,0,0,0,3,0,3,4.754887502163469,0,2,5,0.1538461538461538,0,0,4.6,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced,test_constant_time_series,1,noref_survived,12,1108,167,8,4,0,0,0,1,1,0,0,0,5,0,3,4.0,0,1,11,0.2692307692307692,0,0,8.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_cli.py,TestScanCLI,test_scan_generate_parallel_config_migration,1,noref_survived,12,628,65,5,6,0,0,0,1,1,0,0,0,2,0,3,28.529325012980813,1,2,4,0.0,0,0,6.75,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/scanner.py,ModelScanner,_normalize_model_name,1,noref_survived,9,457,60,9,3,0,0,0,0,0,1,0,1,2,0,4,2.0,2,2,4,0.0,0,0,8.5,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_scanner.py,TestModelScanner,test_search_content,1,noref_survived,11,627,78,3,3,0,0,0,1,1,0,0,0,3,0,8,72.64806399138325,0,2,3,0.125,0,0,8.6,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/scanner.py,ModelScanner,_is_model_directory,1,noref_survived,8,446,61,8,3,0,0,1,0,0,1,0,1,2,0,2,4.754887502163469,0,2,3,0.0,0,0,8.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/generate_parallel.py,ParallelYAMLGenerator,_get_action_prompt,1,noref_survived,4,290,29,4,3,1,0,0,0,0,1,0,1,0,0,2,4.754887502163469,1,2,0,0.1428571428571428,0,0,5.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_cli.py,TestScanCLI,test_scan_generate_parallel_config_project_wide,1,noref_survived,18,931,92,5,7,0,0,0,1,1,0,0,0,3,0,3,28.529325012980813,2,3,7,0.0454545454545454,1,0,8.833333333333334,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/comparator.py,ModelComparator,_compare_capabilities,1,noref_survived,27,1747,260,3,2,0,0,0,0,0,1,0,1,6,0,10,12.0,4,2,14,0.0555555555555555,0,0,11.571428571428571,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_generate_parallel.py,TestParallelYAMLGenerator,test_generate_prompt_for_file_fallback,1,noref_survived,7,355,25,7,6,0,0,0,1,1,0,0,0,1,0,2,4.754887502163469,0,1,1,0.0,0,0,5.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/formatter.py,OutputFormatter,_format_tree,1,noref_survived,27,1617,244,4,2,0,0,0,0,0,1,0,1,11,0,2,108.04820237218406,2,2,19,0.0526315789473684,0,0,6.923076923076923,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_generate_parallel.py,TestParallelYAMLGenerator,test_dynamic_concurrency_calculation,1,noref_survived,19,873,99,4,4,0,0,0,1,1,0,0,0,4,0,4,13.931568569324174,0,1,3,0.1071428571428571,0,0,8.0,survived
