repo_name,pr_url,filepath,class_name,method_name,is_truly_added,survival_status,code_loc,char_length,tokens,docstring_words,method_name_words,is_getter,is_setter,is_IsHas,is_test,is_in_test_code,is_private,is_dunder_method,has_return,number_of_variable,number_of_print,cyclomatic_complexity,halstead_volume,max_nesting_depth,param_count,call_expression_count,comment_ratio,uses_try_except,uses_constants,avg_var_name_length,status
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_new_optional_positional_param_allowed,1,noref_survived,7,304,52,0,6,0,0,0,1,1,0,0,0,5,0,2,4.754887502163469,0,0,4,0.0,0,0,7.6,survived
mlflow,https://github.com/mlflow/mlflow/pull/16658,tests/dev/test_check_function_signatures.py,,test_complex_mixed_violations,1,noref_survived,11,646,96,0,4,0,0,0,1,1,0,0,0,6,0,6,36.0,0,0,7,0.0,0,0,8.666666666666666,survived
numbagg,https://github.com/numbagg/numbagg/pull/388,numbagg/test/test_matrix_functions.py,TestMatrixFunctions,test_comparison_with_numpy,1,noref_survived,9,396,68,8,4,0,0,0,1,1,0,0,0,4,0,2,4.754887502163469,1,2,7,0.0,0,0,5.666666666666667,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/moving_matrix.py,,move_exp_nancorrmatrix,1,noref_survived,76,4526,642,18,3,0,0,0,0,0,0,0,0,29,0,16,946.2847676449302,6,4,21,0.1401869158878504,0,0,7.241379310344827,survived
numbagg,https://github.com/numbagg/numbagg/pull/390,numbagg/test/test_move_exp_matrix_advanced.py,TestMoveExpMatrixAdvanced,test_bias_correction_edge_cases,1,noref_survived,10,856,124,6,5,0,0,0,1,1,0,0,0,3,0,5,8.0,1,1,6,0.3,0,0,6.5,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/analyzer.py,ModelAnalyzer,analyze_all,1,noref_survived,29,1797,245,4,2,0,0,0,0,0,0,0,1,9,0,5,23.264662506490403,4,1,18,0.1162790697674418,0,0,7.833333333333333,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/guide_generator.py,GuideGenerator,_generate_integration_guide,1,noref_survived,99,3973,267,4,3,0,0,0,0,0,1,0,1,1,0,4,0.0,3,2,13,0.0446428571428571,0,0,6.333333333333333,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_generate_parallel.py,TestParallelYAMLGenerator,setup_method,1,noref_survived,3,186,31,3,2,0,0,0,0,1,0,0,0,2,0,1,0.0,0,1,3,0.0,0,0,4.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/generate_parallel.py,ParallelYAMLGenerator,generate_from_scan_results,1,noref_survived,36,1832,221,5,4,0,0,0,0,0,0,0,1,6,0,4,25.26619429851844,2,5,11,0.0666666666666666,0,0,7.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_generate_parallel.py,TestParallelYAMLGenerator,test_metadata_generation,1,noref_survived,7,463,49,5,3,0,0,0,1,1,0,0,0,2,0,4,25.26619429851844,0,1,2,0.1666666666666666,0,0,6.333333333333333,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_generate_parallel.py,TestParallelYAMLGenerator,test_save_yaml,1,noref_survived,20,860,117,4,3,0,0,0,1,1,0,0,0,4,0,6,53.77443751081735,1,1,5,0.0384615384615384,0,0,8.8,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/analyzer.py,ModelAnalyzer,build_tree,1,noref_survived,16,850,140,4,2,0,0,0,0,0,0,0,0,2,0,8,36.541209043760986,5,2,10,0.0,1,0,4.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/comparator.py,ModelComparator,_compare_formats,1,noref_survived,21,933,138,4,2,0,0,0,0,0,1,0,1,5,0,4,4.754887502163469,3,2,6,0.0,0,0,10.0,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/analyzer.py,ModelAnalyzer,_extract_provider,1,noref_survived,14,641,101,6,2,0,0,0,0,0,1,0,1,2,0,4,4.754887502163469,2,2,4,0.0,0,0,6.25,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/scanner.py,ModelScanner,search_content,1,noref_survived,31,1525,205,6,2,0,0,0,0,0,0,0,1,5,0,6,36.0,4,4,12,0.025,1,0,7.555555555555555,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,src/haconiwa/scan/comparator.py,ModelComparator,_compare_parameters,1,noref_survived,24,1385,158,3,2,0,0,0,0,0,1,0,1,6,0,6,4.754887502163469,5,2,3,0.0606060606060606,0,0,9.333333333333334,survived
haconiwa,https://github.com/dai-motoki/haconiwa/pull/5,tests/test_scan/test_scanner.py,TestModelScanner,test_category_determination,1,noref_survived,13,715,91,4,3,0,0,0,1,1,0,0,0,3,0,3,4.754887502163469,1,2,8,0.0588235294117647,0,0,8.6,survived
numbagg,https://github.com/numbagg/numbagg/pull/394,numbagg/test/test_matrix_functions.py,TestCorrelationCovarianceMatrices,test_constant_variables,1,noref_survived,11,693,126,6,3,0,0,0,1,1,0,0,0,2,0,8,47.548875021634686,1,2,5,0.1333333333333333,0,0,4.5,survived
numbagg,https://github.com/numbagg/numbagg/pull/394,numbagg/test/test_matrix_functions.py,TestExponentialMatrices,test_positive_semidefinite_covariance,1,noref_survived,11,856,94,7,4,0,0,0,1,1,0,0,0,4,0,4,19.651484454403228,2,1,9,0.2222222222222222,0,0,6.6,survived
ocode,https://github.com/haasonsaas/ocode/pull/7,tests/unit/test_windows_compatibility.py,TestWindowsCompatibility,test_unix_script_execution_with_chmod,1,noref_survived,7,355,36,10,6,0,0,0,1,1,0,0,0,4,0,1,0.0,0,4,4,0.0,0,0,9.8,survived
ocode,https://github.com/haasonsaas/ocode/pull/7,tests/unit/test_windows_compatibility.py,TestWindowsPathValidation,test_windows_colon_validation_logic,1,noref_survived,7,870,41,8,5,0,0,0,1,1,0,0,0,2,0,3,0.0,0,1,3,0.3529411764705882,0,0,4.6,survived
ocode,https://github.com/haasonsaas/ocode/pull/7,tests/unit/test_windows_compatibility.py,TestWindowsCompatibility,test_bash_tool_windows_execution,1,noref_survived,13,635,76,4,5,0,0,0,1,1,0,0,0,7,0,3,4.754887502163469,0,4,7,0.0588235294117647,0,0,9.857142857142858,survived
infra,https://github.com/compiler-explorer/infra/pull/1654,bin/lib/builds_core.py,,set_version_for_deployment,1,noref_survived,54,2402,276,13,4,0,1,0,0,0,0,0,1,5,10,18,124.86408532184431,4,3,22,0.0933333333333333,1,0,6.125,survived
fastmcp,https://github.com/jlowin/fastmcp/pull/1190,tests/cli/test_cli.py,TestDevCommand,test_dev_command_parsing_with_new_options,1,noref_survived,21,850,98,8,7,0,0,0,1,1,0,0,0,1,0,7,68.53238859703687,0,1,3,0.0,0,0,4.25,survived
fastmcp,https://github.com/jlowin/fastmcp/pull/1190,tests/cli/test_install.py,TestInstallCommandParsing,test_python_option,1,noref_survived,11,579,82,7,3,0,0,0,1,1,0,0,0,2,0,4,15.509775004326936,1,1,1,0.0,0,0,6.6,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_learner_pipeline.py,TestLearnerPipelineInterface,test_decay_method,1,noref_survived,8,471,85,5,3,0,0,0,1,1,0,0,0,2,0,4,23.264662506490403,0,1,5,0.1428571428571428,0,0,6.25,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_learner_pipeline.py,TestLearnerPipelineTransformers,test_stateless_transformers,1,noref_survived,11,709,117,5,3,0,0,0,1,1,0,0,1,5,0,1,13.931568569324174,0,1,8,0.1052631578947368,0,0,5.875,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_agent_pipeline.py,TestAgentPipelineFactory,test_factory_isinstance_check,1,noref_survived,10,729,82,7,4,0,0,0,1,1,0,0,0,5,0,3,0.0,0,1,12,0.1333333333333333,0,0,9.333333333333334,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_agent_pipeline.py,TestAgentPipelineFactory,test_agent_dispatch,1,noref_survived,7,404,58,7,3,0,0,0,1,1,0,0,0,4,0,3,4.754887502163469,0,1,7,0.0,0,0,5.2,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,bayesianbandits/pipelines/_learner.py,LearnerPipeline,predict,1,noref_survived,3,436,35,21,1,0,0,0,0,0,0,0,1,1,0,1,0.0,0,2,2,0.0,0,0,6.0,survived
bayesianbandits,https://github.com/bayesianbandits/bayesianbandits/pull/170,tests/test_learner_pipeline.py,TestLearnerPipelineInit.BadLearner,partial_fit,1,noref_survived,2,62,11,0,2,0,0,0,0,1,0,0,0,0,0,1,0.0,0,3,0,0.0,0,0,2.0,survived
