status,method,filepath,class_name
survived,"    def __init__(self):
        self.functions: dict[str, ast.FunctionDef | ast.AsyncFunctionDef] = {}
        self.stack: list[ast.ClassDef] = []
",dev/check_function_signatures.py,FunctionSignatureExtractor
survived,"def test_parameter_error_has_location_info():
    old_code = ""def func(a): pass""
    new_code = ""def func(b): pass""

    old_tree = ast.parse(old_code)
    new_tree = ast.parse(new_code)
    errors = check_signature_compatibility(old_tree.body[0], new_tree.body[0])

    assert len(errors) == 1
    assert errors[0].lineno == 1
    assert errors[0].col_offset > 0
",tests/dev/test_check_function_signatures.py,
survived,"    def visit_ClassDef(self, node: ast.ClassDef) -> None:
        self.stack.append(node)
        self.generic_visit(node)
        self.stack.pop()
",dev/check_function_signatures.py,FunctionSignatureExtractor
survived,"def parse_args() -> Args:
    parser = argparse.ArgumentParser(
        description=""Check for breaking changes in Python function signatures""
    )
    parser.add_argument(""--base-branch"", default=os.environ.get(""GITHUB_BASE_REF"", ""master""))
    args = parser.parse_args()
    return Args(base_branch=args.base_branch)
",dev/check_function_signatures.py,
survived,"def get_visualization_data():
    """"""Return the visualization data and raw tensor data.""""""
    records, tensor_table, failures = collect_grid()
    visualization_data = {}
    raw_tensor_data = {}

    for grid_idx, program_records in records.items():
        viz_data, raw_data, kernel_src = prepare_visualization_data(
            program_records, tensor_table
        )
        visualization_data[str(grid_idx)] = viz_data
        raw_tensor_data.update(raw_data)

    # Get the kernel source code

    return {
        ""visualization_data"": visualization_data,
        ""raw_tensor_data"": raw_tensor_data,
        ""failures"": failures,
        ""kernel_src"": kernel_src,
    }
",triton_viz/visualizer/draw.py,
survived,"    def test_simple_matrix(self, func, expected_diag):
        """"""Test simple 2x2 matrix calculation.""""""
        data = np.array([[1, 2, 3, 4], [2, 4, 6, 8]], dtype=np.float64)
        result = func(data)

        # Check shape
        assert result.shape == (2, 2)

        # Check diagonal
        if expected_diag is not None:
            assert_allclose(np.diag(result), [expected_diag, expected_diag])
        else:
            # For covariance, just check diagonal is non-negative
            assert np.all(np.diag(result) >= 0)

        # Check symmetry
        assert_allclose(result, result.T)

        # For perfect linear relationship, correlation should be 1
        if func == nancorrmatrix:
            assert_allclose(result, [[1.0, 1.0], [1.0, 1.0]])
",numbagg/test/test_matrix_functions.py,TestMatrixFunctions
survived,"    def test_three_series_consistency(self):
        """"""Test consistency for a 3x3 matrix case.""""""
        np.random.seed(444)

        # Create three time series
        n_obs = 30
        a1 = np.random.randn(n_obs)
        a2 = np.random.randn(n_obs) * 1.5 + 0.5
        a3 = np.random.randn(n_obs) * 0.8 - 0.2

        alpha = 0.35

        # Test all pairwise combinations
        pairs = [(a1, a2, 0, 1), (a1, a3, 0, 2), (a2, a3, 1, 2)]

        # Compute matrix result once
        data_matrix = np.array([a1, a2, a3])
        cov_matrix_result = move_exp_nancovmatrix(data_matrix, alpha=alpha)
        corr_matrix_result = move_exp_nancorrmatrix(data_matrix, alpha=alpha)

        for series1, series2, i, j in pairs:
            # Compute pairwise results
            cov_nonmatrix = move_exp_nancov(series1, series2, alpha=alpha)
            corr_nonmatrix = move_exp_nancorr(series1, series2, alpha=alpha)

            # Extract from matrix results
            cov_from_matrix = cov_matrix_result[:, i, j]
            corr_from_matrix = corr_matrix_result[:, i, j]

            # They should match
            assert_allclose(
                cov_nonmatrix,
                cov_from_matrix,
                rtol=1e-10,
                err_msg=f""Covariance mismatch for series {i},{j}"",
            )
            assert_allclose(
                corr_nonmatrix,
                corr_from_matrix,
                rtol=1e-10,
                err_msg=f""Correlation mismatch for series {i},{j}"",
            )

            # Also check symmetry
            assert_allclose(
                cov_matrix_result[:, i, j], cov_matrix_result[:, j, i], rtol=1e-10
            )
            assert_allclose(
                corr_matrix_result[:, i, j], corr_matrix_result[:, j, i], rtol=1e-10
            )",numbagg/test/test_move_exp_matrix_consistency.py,TestMoveExpMatrixConsistency
survived,"    def test_correlation_bounds(self):
        """"""Test that correlation values are properly bounded between -1 and 1.""""""
        # Create data with some negative correlation
        np.random.seed(42)
        data = np.random.randn(3, 100)
        data[1] = -data[0] + 0.1 * np.random.randn(100)  # Strong negative correlation

        result = move_exp_nancorrmatrix(data, alpha=0.5)

        # All correlation values should be between -1 and 1
        finite_mask = np.isfinite(result)
        assert np.all(result[finite_mask] >= -1.0)
        assert np.all(result[finite_mask] <= 1.0)
",numbagg/test/test_move_exp_matrix.py,TestMoveExpMatrixFunctions
survived,"def content(
    pattern: str = typer.Argument(..., help=""Regex pattern to search for""),
    path: Optional[Path] = typer.Option(None, ""--path"", ""-p"", help=""Base path to search in""),
    type: Optional[List[str]] = typer.Option(None, ""--type"", ""-t"", help=""File types to search (e.g., .py)""),
    context: int = typer.Option(2, ""--context"", ""-c"", help=""Number of context lines""),
    ignore: Optional[List[str]] = typer.Option(None, ""--ignore"", ""-i"", help=""Patterns to ignore"")
):
    """"""Search for patterns in file contents""""""
    scanner = ModelScanner(
        base_path=path or Path.cwd(),
        ignore_patterns=ignore
    )
    
    results = scanner.search_content(pattern, file_types=type, context_lines=context)
    
    # Format output
    typer.echo(f""pattern: {results['pattern']}"")
    typer.echo(""matches:"")
    for match in results['matches']:
        typer.echo(f""  file: {match['file']}"")
        typer.echo(f""  line_number: {match['line_number']}"")
        typer.echo(f""  line: {match['line']}"")
        if match.get('context'):
            typer.echo(""  context:"")
            for line in match['context']:
                typer.echo(f""    - {line}"")
        typer.echo()
",src/haconiwa/scan/cli.py,
survived,"def analyze(
    path: Optional[Path] = typer.Option(None, ""--path"", ""-p"", help=""Path to analyze""),
    category: Optional[str] = typer.Option(None, ""--category"", help=""Filter by category""),
    show_structure: bool = typer.Option(False, ""--show-structure"", help=""Show directory structure""),
    output_format: str = typer.Option(""text"", ""--format"", ""-f"", help=""Output format"")
):
    """"""Analyze AI model directory structure and categorization""""""
    analyzer = ModelAnalyzer(base_path=path or Path.cwd())
    
    results = analyzer.analyze_directory(
        show_structure=show_structure,
        category_filter=category
    )
    
    formatter = OutputFormatter()
    output = formatter.format_analysis_results(results, output_format)
    typer.echo(output)
",src/haconiwa/scan/cli.py,
